Order ID,Unique ID,Customer,City,Quantity,Price,Total Sale Amount
WA-2014-111451,WA-2014-IG-743,Joseph Willis,Seattle,10,17.83,178.3
CA-2016-142545,CA-2016-JG-811,Beverly Jacobs,Los Angeles,3,12.42,37.26
NJ-2017-152380,NJ-2017-XV-927,Benjamin Willis,Westfield,3,17.83,53.49
NV-2015-144253,NV-2015-MD-976,Donna Williams,Las Vegas,8,12.42,99.36
WA-2014-130960,WA-2014-RQ-122,Ernest Hernandez,Seattle,8,16.32,130.56
NJ-2014-111003,NJ-2014-EU-133,Benjamin Spencer,Westfield,8,53.35,426.8
NJ-2017-126774,NJ-2017-SK-153,Kimberly Adams,Troy,9,53.35,480.15
NJ-2016-142902,NJ-2016-BY-272,Ernest Bishop,Westfield,6,12.42,74.52
OR-2014-120887,OR-2014-IS-413,Kevin Garza,Portland,4,12.42,49.68
WA-2014-167850,WA-2014-DW-447,Jason Berry,Seattle,6,17.83,106.98
MA-2014-164259,MA-2014-RK-107,Martha Brown,Lowell,9,16.32,146.88
NJ-2014-164973,NJ-2014-WC-858,Russell Day,Westfield,10,16.32,163.2
NJ-2014-156601,NJ-2014-XB-681,Sean Weaver,Westfield,6,12.42,74.52
MA-2016-162138,MA-2016-QX-564,Deborah Wells,Lowell,1,12.42,12.42
NJ-2017-153339,NJ-2017-WZ-817,Sandra Hicks,Troy,1,16.32,16.32
NJ-2016-141544,NJ-2016-AY-492,Gloria Harper,Troy,9,53.35,480.15
CA-2016-150147,CA-2016-UG-656,Beverly Jacobs,Los Angeles,5,17.83,89.15
CT-2015-137946,CT-2015-EM-606,Sandra Meyer,Fairfield,9,12.42,111.78
OR-2014-129924,OR-2014-IZ-149,Sharon Rice,Portland,6,53.35,320.1
MA-2015-128167,MA-2015-FC-278,Harold Schmidt,Lowell,2,53.35,106.7
OR-2014-122336,OR-2014-SB-475,Sharon Wagner,Portland,8,53.35,426.8
MA-2015-120712,MA-2015-LG-228,Carl Howard,Lowell,10,53.35,533.5
MA-2017-169901,MA-2017-MR-862,Matthew Carter,Lowell,5,12.42,62.1
NJ-2017-134306,NJ-2017-ON-524,Lillian Wood,Troy,6,16.32,97.92
OR-2016-129714,OR-2016-ND-506,Terry Pierce,Portland,5,17.83,89.15
MA-2016-138520,MA-2016-BO-872,Kenneth Nelson,Lowell,5,12.42,62.1
CA-2016-130001,CA-2016-WM-418,Jacqueline Little,Los Angeles,10,12.42,124.2
NJ-2017-155698,NJ-2017-VP-262,David Allen,Westfield,3,53.35,160.05
MA-2017-144904,MA-2017-KG-322,Wanda Cole,Lowell,6,12.42,74.52
NJ-2014-123344,NJ-2014-DZ-306,Anthony Berry,Troy,6,53.35,320.1
CT-2016-155516,CT-2016-ZF-552,Anna Franklin,Fairfield,4,12.42,49.68
WA-2017-104745,WA-2017-FP-973,Gary Weaver,Seattle,9,16.32,146.88
NJ-2014-119137,NJ-2014-WG-155,David Allen,Westfield,9,12.42,111.78
NJ-2016-134656,NJ-2016-JY-290,Juan Wallace,Troy,9,12.42,111.78
CA-2017-134481,CA-2017-OR-916,Kelly Wagner,Los Angeles,1,12.42,12.42
MA-2015-130792,MA-2015-SX-541,Alice Davis,Lowell,2,12.42,24.84
NJ-2016-134775,NJ-2016-CQ-161,Craig Mcdonald,Troy,5,17.83,89.15
WA-2015-125395,WA-2015-FZ-840,Gary Cook,Seattle,8,53.35,426.8
WA-2015-168935,MA-ZXNUI-22184,Mildred Moore,Seattle,6,12.42,74.52
NJ-2015-122756,NJ-2015-OA-878,Wayne Rivera,Troy,3,12.42,37.26
NJ-2014-115973,NJ-2014-BQ-894,Maria Johnston,Troy,6,17.83,106.98
MA-2017-101798,MA-2017-CV-501,Louise Rivera,Lowell,7,53.35,373.45
MA-2014-135972,MA-2014-ZY-426,Heather Lawrence,Lowell,3,17.83,53.49
NJ-2014-134971,NJ-2014-FU-650,Jessica Lewis,Troy,3,17.83,53.49
NJ-2017-102946,NJ-2017-WQ-346,Lois Castillo,Troy,7,17.83,124.81
MA-2017-165603,MA-2017-RR-615,Thomas Robinson,Lowell,10,53.35,533.5
CA-2015-122259,CA-2015-YN-373,Diana Hamilton,Los Angeles,5,12.42,62.1
CA-2016-108987,CA-2016-TE-241,Tina Schmidt,Los Angeles,4,12.42,49.68
CA-2014-113166,CA-2014-OZ-131,Martha Bell,Los Angeles,6,53.35,320.1
CA-2014-155208,CA-2014-ES-113,Rachel Stanley,Los Angeles,10,12.42,124.2
NJ-2017-117933,NJ-2017-AP-914,Marilyn Patterson,Westfield,5,17.83,89.15
NJ-2017-117457,NJ-2017-QG-694,Joshua Washington,Westfield,10,12.42,124.2
NJ-2017-142636,NJ-2017-IX-328,Christopher Oliver,Troy,8,12.42,99.36
NJ-2017-122105,NJ-2017-QR-369,Maria Hughes,Westfield,10,12.42,124.2
WA-2016-148796,WA-2016-TT-643,Marilyn Carpenter,Seattle,9,12.42,111.78
MA-2017-154816,MA-2017-UT-351,Theresa Ellis,Lowell,5,53.35,266.75
MA-2017-110478,MA-2017-XG-835,Linda Morrison,Lowell,2,12.42,24.84
MA-2014-142048,MA-2014-SJ-561,Linda Morrison,Lowell,9,53.35,480.15
NJ-2017-125388,NJ-2017-AS-489,Anthony Berry,Troy,5,17.83,89.15
CT-2017-155705,CT-2017-OC-143,Annie Collins,Fairfield,4,12.42,49.68
NJ-2017-149160,NJ-2017-ZB-602,Brenda Cruz,Troy,8,53.35,426.8
WA-2014-101476,WA-2014-KQ-411,Arthur Green,Seattle,4,12.42,49.68
CA-2017-152275,CA-2017-KE-983,Walter Reed,Los Angeles,7,12.42,86.94
NJ-2016-123750,NJ-2016-AK-130,Evelyn Greene,Troy,5,12.42,62.1
NJ-2016-127369,CA-KMCJO-47539,Bonnie Wagner,Troy,8,17.83,142.64
NJ-2014-150574,NJ-2014-FT-547,Joan Harvey,Troy,7,12.42,86.94
NJ-2016-147375,NJ-2016-VA-348,Joshua Washington,Westfield,4,16.32,65.28
MA-2017-130043,MA-2017-GH-744,Phillip Young,Lowell,10,12.42,124.2
NJ-2017-157252,NJ-2017-AE-777,Jeffrey Miller,Troy,1,53.35,53.35
CA-2016-115756,CA-2016-FJ-163,Robin Murphy,Los Angeles,9,16.32,146.88
OR-2017-154214,OR-2017-IS-719,Brian Bryant,Portland,5,16.32,81.6
NJ-2016-166674,NJ-2016-WF-408,Billy Reed,Troy,5,17.83,89.15
CA-2017-147277,CA-2017-SW-241,Kathy Porter,Los Angeles,5,12.42,62.1
MA-2016-100153,MA-2016-XU-710,Jean Torres,Lowell,5,12.42,62.1
NJ-2014-110674,NJ-2014-BP-104,Jimmy Bailey,Troy,2,12.42,24.84
OR-2016-157945,OR-2016-UT-239,Jean Griffin,Portland,10,12.42,124.2
NJ-2015-109638,NJ-2015-RT-767,Sean Weaver,Westfield,9,53.35,480.15
CA-2016-109869,CA-2016-YM-158,Frances Parker,Los Angeles,1,16.32,16.32
MA-2015-101399,MA-2015-QO-566,Michael Foster,Lowell,4,12.42,49.68
MA-2017-154907,MA-2017-QP-466,Cheryl Myers,Lowell,6,12.42,74.52
MA-2016-100419,MA-2016-AJ-869,Jerry Palmer,Lowell,5,17.83,89.15
NJ-2015-154144,NJ-2015-VH-328,Cynthia Mccoy,Westfield,4,53.35,213.4
WA-2014-144666,WA-2014-LE-575,Charles Collins,Seattle,6,12.42,74.52
NJ-2016-103891,NJ-2016-VU-383,Juan Reed,Troy,9,12.42,111.78
WA-2016-152632,WA-2016-NX-935,Gary Cook,Seattle,2,16.32,32.64
MA-2016-100790,MA-2016-UE-811,Carolyn Scott,Lowell,10,16.32,163.2
MA-2014-134677,MA-2014-BN-732,Martha Brown,Lowell,6,16.32,97.92
NJ-2014-127691,NJ-2014-AM-584,Adam Russell,Westfield,1,12.42,12.42
NJ-2017-140963,NJ-2017-MM-635,Debra Allen,Troy,1,12.42,12.42
WA-2014-154627,WA-2014-UP-688,Lisa Morrison,Seattle,2,17.83,35.66
WA-2014-133753,NJ-PEOHX-43472,Gary Weaver,Seattle,4,16.32,65.28
NJ-2014-113362,NJ-2014-VH-847,Ashley Spencer,Troy,3,17.83,53.49
WA-2016-169166,WA-2016-NX-198,Jerry Davis,Seattle,7,17.83,124.81
MA-2016-120929,MA-2016-QV-462,Alice Kelly,Lowell,4,53.35,213.4
MA-2015-134782,MA-2015-PE-185,Rose Baker,Lowell,10,17.83,178.3
MA-2016-126158,MA-2016-NJ-270,Kevin Torres,Lowell,4,16.32,65.28
NJ-2016-105578,NJ-2016-XO-626,Joshua Campbell,Troy,10,17.83,178.3
NJ-2017-134978,NJ-2017-DT-206,Joshua Campbell,Troy,10,12.42,124.2
MA-2015-145352,MA-2015-PC-156,Harold Schmidt,Lowell,2,12.42,24.84
WA-2017-135307,WA-2017-ST-607,Jeremy Baker,Seattle,8,12.42,99.36
NJ-2016-106341,NJ-2016-AI-142,Kimberly Little,Troy,6,12.42,74.52
NJ-2017-163405,NJ-2017-UZ-596,Shirley Murray,Troy,1,12.42,12.42
NJ-2017-127432,NJ-2017-FA-302,Nancy Stephens,Troy,9,12.42,111.78
NJ-2015-157812,NJ-2015-SG-382,Joe Ryan,Troy,2,12.42,24.84
MA-2017-145142,MA-2017-PJ-472,Wanda Cole,Lowell,2,12.42,24.84
NJ-2016-139486,NJ-2016-UD-821,Antonio Mason,Troy,8,17.83,142.64
NJ-2015-158792,NJ-2015-CY-411,Joan Thompson,Troy,7,17.83,124.81
NJ-2017-113558,NJ-2017-PG-261,Kimberly Adams,Troy,3,16.32,48.96
MA-2015-138303,MA-2015-YK-393,Linda Morrison,Lowell,4,12.42,49.68
MA-2015-102848,MA-2015-DF-365,Virginia Foster,Lowell,1,12.42,12.42
MA-2017-129441,MA-2017-IM-359,Janice Mason,Lowell,4,12.42,49.68
WA-2016-168753,WA-2016-BS-879,Russell Cooper,Seattle,4,16.32,65.28
MA-2016-126613,MA-2016-BV-678,Roger Gomez,Lowell,5,12.42,62.1
NJ-2017-122637,NJ-2017-JD-737,Jacqueline Wheeler,Westfield,8,12.42,99.36
CA-2015-147851,CA-2015-QG-660,Gerald Mcdonald,Los Angeles,4,12.42,49.68
CA-2015-134894,CA-2015-WV-736,Angela Fowler,Los Angeles,5,53.35,266.75
NJ-2014-140795,NJ-YBFRO-26934,Martha Mills,Westfield,10,12.42,124.2
NJ-2016-136924,NJ-2016-QE-417,Adam Russell,Westfield,3,16.32,48.96
NJ-2015-120161,NJ-2015-LC-811,Judith Gray,Westfield,5,53.35,266.75
NJ-2014-103849,NJ-2014-CF-106,Anthony Ruiz,Westfield,7,53.35,373.45
NJ-2017-162929,NJ-2017-FX-801,Frances Campbell,Troy,10,53.35,533.5
WA-2015-113173,WA-2015-SJ-470,Craig Thomas,Seattle,9,17.83,160.47
NJ-2016-136406,NJ-2016-VV-882,Joe Ryan,Troy,2,16.32,32.64
NJ-2017-112774,NJ-2017-KC-228,Chris George,Westfield,9,53.35,480.15
NJ-2017-101945,NJ-2017-SM-251,Craig Mcdonald,Troy,10,12.42,124.2
MA-2017-100650,MA-2017-XZ-798,Alice Davis,Lowell,5,53.35,266.75
CA-2014-155852,CA-2014-QX-774,Michelle Sanchez,Los Angeles,10,53.35,533.5
NJ-2016-113243,NJ-2016-VI-399,Kenneth Lane,Troy,7,16.32,114.24
MA-2017-118731,MA-2017-HD-990,Carolyn Scott,Lowell,3,12.42,37.26
WA-2014-145576,WA-2014-VU-765,Jason Jackson,Seattle,6,17.83,106.98
WA-2015-130736,WA-2015-RJ-626,Beverly Garcia,Seattle,4,12.42,49.68
CT-2017-137099,CT-2017-SP-881,Alan Dean,Fairfield,5,12.42,62.1
CT-2017-156951,CT-2017-FC-563,Cheryl Henderson,Fairfield,3,12.42,37.26
NJ-2017-164826,NJ-2017-UE-409,Randy Willis,Westfield,2,12.42,24.84
NV-2016-127250,NV-2016-OB-265,Doris Diaz,Las Vegas,2,53.35,106.7
NJ-2015-149713,NJ-2015-LH-268,Wayne Rivera,Troy,7,12.42,86.94
MA-2017-118640,MA-2017-QK-339,Kathryn Fox,Lowell,8,16.32,130.56
NJ-2015-132906,NJ-2015-SK-599,Russell Day,Westfield,2,53.35,106.7
NJ-2017-145233,NJ-2017-NS-675,Joshua Washington,Westfield,8,12.42,99.36
NJ-2015-128139,NJ-2015-KM-743,Kimberly Morris,Troy,10,53.35,533.5
WA-2016-156986,WA-2016-HU-166,Philip Dean,Seattle,4,53.35,213.4
CA-2014-135405,CA-2014-UD-718,Joan Robinson,Los Angeles,3,16.32,48.96
NJ-2014-131450,CA-SFHJC-1512,Janet Freeman,Troy,1,53.35,53.35
NJ-2016-120180,NJ-2016-YX-188,Nancy Stephens,Troy,2,12.42,24.84
CA-2016-100720,CA-2016-YR-278,Nicholas Nguyen,Los Angeles,8,12.42,99.36
CA-2014-149958,CA-2014-WC-985,Angela Fowler,Los Angeles,2,53.35,106.7
NJ-2014-105767,NJ-2014-SD-902,David Allen,Westfield,10,53.35,533.5
NJ-2016-161816,NJ-2016-HQ-529,Anthony Ruiz,Westfield,7,17.83,124.81
MA-2016-121223,MA-2016-KU-516,Christopher Pierce,Lowell,4,12.42,49.68
NJ-2017-138611,NJ-2017-FX-225,Kimberly Morris,Troy,2,17.83,35.66
NJ-2017-117947,NJ-2017-NQ-800,Raymond Collins,Troy,7,53.35,373.45
WA-2014-111171,WA-2014-SU-261,Samuel Daniels,Seattle,9,53.35,480.15
NJ-2015-138009,NJ-2015-XC-673,Brenda Cruz,Troy,6,53.35,320.1
OR-2017-163020,OR-2017-VX-902,Sharon Rice,Portland,7,53.35,373.45
OR-2017-153787,OR-2017-YX-210,Janet Stewart,Portland,5,16.32,81.6
CA-2017-133431,CA-2017-PY-240,Howard Nelson,Los Angeles,5,53.35,266.75
NJ-2016-135720,NJ-2016-DO-199,Raymond Collins,Troy,10,12.42,124.2
WA-2017-144694,WA-2017-II-124,George Hill,Seattle,10,12.42,124.2
NJ-2015-168004,NJ-2015-UP-907,Linda Rose,Troy,3,53.35,160.05
MA-2016-123470,MA-2016-GN-818,Nancy Meyer,Lowell,5,53.35,266.75
OR-2016-115917,OR-2016-XM-939,Joyce Garcia,Portland,4,12.42,49.68
NJ-2016-147067,NJ-2016-LI-369,Albert Miller,Troy,10,16.32,163.2
NJ-2017-167913,NJ-2017-YE-977,Lori Collins,Troy,6,17.83,106.98
WA-2017-106103,WA-2017-UC-382,Mildred Hernandez,Seattle,6,12.42,74.52
WA-2017-127719,WA-2017-TT-261,Gary Weaver,Seattle,7,12.42,86.94
OR-2017-126221,OR-2017-DQ-632,Gary Moreno,Portland,7,16.32,114.24
CT-2016-103947,CT-2016-IS-292,Lois Baker,Fairfield,6,12.42,74.52
NJ-2016-160745,NJ-2016-UI-993,Cynthia Ray,Troy,2,12.42,24.84
WA-2016-132661,NJ-GLCMV-9153,Jason Jackson,Seattle,9,16.32,146.88
NJ-2017-140844,NJ-2017-CJ-503,Judith Woods,Troy,4,12.42,49.68
MA-2016-137239,MA-2016-MI-428,Randy West,Lowell,6,12.42,74.52
MA-2016-156097,MA-2016-PI-606,Carolyn Vasquez,Lowell,6,16.32,97.92
NJ-2015-146563,NJ-2015-FK-132,Linda Rose,Troy,10,12.42,124.2
CA-2016-123666,CA-2016-OI-856,Rebecca Ryan,Los Angeles,6,17.83,106.98
WA-2016-143308,WA-2016-SF-273,Mildred Hernandez,Seattle,8,17.83,142.64
OR-2017-132682,OR-2017-LE-958,Joyce Garcia,Portland,8,12.42,99.36
MA-2014-156314,MA-2014-OE-269,Sandra Weaver,Lowell,3,12.42,37.26
CA-2017-106663,CA-2017-TT-854,Nicholas Schmidt,Los Angeles,9,17.83,160.47
NJ-2017-111178,NJ-2017-YL-203,Todd Holmes,Troy,2,17.83,35.66
